Date,ItemID,City,AgeGroup,Gender,Category,StylePersona,PriceTier,UnitsSold
2024-12-22,13948,Kathmandu,20-24,Female,Pants,K-Fashion Enthusiast,Low,1
2024-12-22,13949,Kathmandu,20-24,Female,T-Shirts,K-Fashion Enthusiast,Low,2
2024-12-22,13950,Kathmandu,15-19,Male,Pants,K-Fashion Enthusiast,Low,1
2024-12-22,13951,Kathmandu,15-19,Male,Cargo Pants,Bohemian/Indie,Low,1
2024-12-22,13952,Lalitpur,31-40,Female,T-Shirts,American Streetwear,Low,2
2024-12-22,13953,Lalitpur,31-40,Female,Hoodies,Bohemian/Indie,Premium,1
2024-12-22,13954,Lalitpur,20-24,Male,Jackets,Bohemian/Indie,Mid,6
2024-12-22,13955,Lalitpur,31-40,Male,T-Shirts,Classic Minimalist,Premium,3
2024-12-22,13956,Lalitpur,31-40,Male,T-Shirts,Classic Minimalist,Mid,2
2024-12-22,13957,Lalitpur,25-30,Male,T-Shirts,Classic Minimalist,Low,2
2024-12-22,13958,Lalitpur,25-30,Male,Hoodies,Classic Minimalist,Low,3
2024-12-22,13959,Lalitpur,20-24,Male,Jackets,Classic Minimalist,Premium,1
2024-12-22,13960,Lalitpur,20-24,Male,Crop Tops,Classic Minimalist,Low,0
2024-12-22,13961,Lalitpur,20-24,Male,Pants,K-Fashion Enthusiast,Low,0
2024-12-22,13962,Lalitpur,20-24,Male,Crop Tops,K-Fashion Enthusiast,Mid,0
2024-12-22,13963,Lalitpur,20-24,Female,T-Shirts,American Streetwear,Low,2
2024-12-22,13964,Lalitpur,20-24,Male,Crop Tops,American Streetwear,Low,0
2024-12-22,13965,Lalitpur,15-19,Female,Jackets,K-Fashion Enthusiast,Premium,4
2024-12-22,13966,Lalitpur,15-19,Female,Crop Tops,K-Fashion Enthusiast,Low,0
2024-12-22,13967,Pokhara,20-24,Male,Crop Tops,American Streetwear,Mid,1
2024-12-22,13968,Pokhara,20-24,Female,T-Shirts,Classic Minimalist,Mid,0
2024-12-22,13969,Pokhara,20-24,Male,T-Shirts,K-Fashion Enthusiast,Low,2
2024-12-22,13970,Pokhara,20-24,Male,Pants,Classic Minimalist,Premium,0
2024-12-22,13971,Pokhara,20-24,Female,T-Shirts,American Streetwear,Low,0
2024-12-22,13972,Pokhara,20-24,Female,Cargo Pants,American Streetwear,Low,0
2024-12-22,13973,Pokhara,15-19,Female,Pants,K-Fashion Enthusiast,Low,0
2024-12-22,13974,Pokhara,15-19,Female,Jackets,American Streetwear,Low,2
2024-12-22,13975,Pokhara,15-19,Female,T-Shirts,American Streetwear,Low,1
2024-12-22,13976,Pokhara,20-24,Male,Hoodies,American Streetwear,Low,0
2024-12-22,13977,Pokhara,20-24,Female,Hoodies,K-Fashion Enthusiast,Low,1
2024-12-22,13978,Pokhara,15-19,Female,Jackets,K-Fashion Enthusiast,Mid,1
2024-12-22,13979,Pokhara,25-30,Female,T-Shirts,Classic Minimalist,Low,1
2024-12-22,13980,Pokhara,25-30,Female,Crop Tops,K-Fashion Enthusiast,Mid,2
2024-12-22,13981,Pokhara,20-24,Male,Crop Tops,K-Fashion Enthusiast,Mid,1
2024-12-22,13982,Pokhara,20-24,Male,Pants,K-Fashion Enthusiast,Mid,1
2024-12-22,13983,Pokhara,20-24,Male,Jackets,K-Fashion Enthusiast,Low,2
2024-12-22,13984,Pokhara,20-24,Male,Hoodies,K-Fashion Enthusiast,Mid,4
2024-12-22,13985,Pokhara,20-24,Female,T-Shirts,American Streetwear,Low,0
2024-12-22,13986,Pokhara,20-24,Female,Hoodies,K-Fashion Enthusiast,Mid,2
2024-12-22,13987,Pokhara,25-30,Female,T-Shirts,American Streetwear,Premium,1
2024-12-22,13988,Pokhara,25-30,Female,Pants,American Streetwear,Mid,2
2024-12-22,13989,Pokhara,20-24,Female,Cargo Pants,Bohemian/Indie,Mid,0
2024-12-22,13990,Pokhara,20-24,Female,Pants,K-Fashion Enthusiast,Low,0
2024-12-22,13991,Biratnagar,20-24,Female,Jackets,Bohemian/Indie,Low,3
2024-12-22,13992,Biratnagar,20-24,Female,T-Shirts,American Streetwear,Low,1
2024-12-22,13993,Biratnagar,15-19,Female,Cargo Pants,American Streetwear,Low,1
2024-12-22,13994,Biratnagar,15-19,Female,T-Shirts,K-Fashion Enthusiast,Low,0
2024-12-22,13995,Biratnagar,20-24,Male,T-Shirts,American Streetwear,Low,1
2024-12-22,13996,Biratnagar,20-24,Male,Hoodies,K-Fashion Enthusiast,Low,1
2024-12-22,13997,Biratnagar,20-24,Female,T-Shirts,American Streetwear,Mid,1
2024-12-22,13998,Biratnagar,20-24,Female,Hoodies,Bohemian/Indie,Low,0
2024-12-22,13999,Biratnagar,20-24,Female,Hoodies,Bohemian/Indie,Premium,1
2024-12-22,14000,Biratnagar,20-24,Female,Cargo Pants,Bohemian/Indie,Low,0
2024-12-22,14001,Biratnagar,15-19,Female,Jackets,K-Fashion Enthusiast,Low,1
2024-12-22,14002,Biratnagar,20-24,Non-binary,Pants,K-Fashion Enthusiast,Premium,1
2024-12-22,14003,Bharatpur,20-24,Male,Pants,K-Fashion Enthusiast,Mid,1
2024-12-22,14004,Bharatpur,20-24,Male,Pants,American Streetwear,Premium,0
2024-12-22,14005,Bharatpur,20-24,Male,T-Shirts,American Streetwear,Low,0
2024-12-22,14006,Bharatpur,25-30,Female,Jackets,American Streetwear,Low,1
2024-12-22,14007,Bharatpur,25-30,Female,Hoodies,Bohemian/Indie,Low,0
2024-12-22,14008,Bharatpur,25-30,Male,Jackets,Classic Minimalist,Mid,0
2024-12-22,14009,Bharatpur,25-30,Male,Pants,Classic Minimalist,Low,0
2024-12-22,14010,Bharatpur,25-30,Female,T-Shirts,Classic Minimalist,Low,0
2024-12-22,14011,Bharatpur,25-30,Female,Cargo Pants,Classic Minimalist,Mid,1
2024-12-22,14012,Bharatpur,15-19,Female,T-Shirts,Bohemian/Indie,Premium,1
2024-12-22,14013,Bharatpur,15-19,Female,Crop Tops,American Streetwear,Mid,1
2024-12-22,14014,Bharatpur,25-30,Male,Cargo Pants,Bohemian/Indie,Mid,0
2024-12-22,14015,Bharatpur,25-30,Male,T-Shirts,Classic Minimalist,Low,1
2024-12-22,14016,Bharatpur,20-24,Male,T-Shirts,Bohemian/Indie,Mid,1
2024-12-23,14017,Kathmandu,25-30,Female,T-Shirts,Bohemian/Indie,Premium,2
2024-12-23,14018,Kathmandu,20-24,Female,T-Shirts,American Streetwear,Low,3
2024-12-23,14019,Kathmandu,20-24,Female,Jackets,American Streetwear,Low,6
2024-12-23,14020,Kathmandu,20-24,Female,T-Shirts,Bohemian/Indie,Mid,2
2024-12-23,14021,Kathmandu,20-24,Female,Crop Tops,Bohemian/Indie,Low,1
2024-12-23,14022,Kathmandu,15-19,Female,T-Shirts,Bohemian/Indie,Mid,3
2024-12-23,14023,Kathmandu,25-30,Female,T-Shirts,Classic Minimalist,Low,2
2024-12-23,14024,Kathmandu,25-30,Female,Hoodies,American Streetwear,Premium,4
2024-12-23,14025,Kathmandu,20-24,Male,Pants,K-Fashion Enthusiast,Mid,0
2024-12-23,14026,Kathmandu,20-24,Male,T-Shirts,Bohemian/Indie,Low,1
2024-12-23,14027,Kathmandu,15-19,Male,Pants,American Streetwear,Low,1
2024-12-23,14028,Kathmandu,15-19,Male,Cargo Pants,K-Fashion Enthusiast,Mid,3
2024-12-23,14029,Kathmandu,20-24,Male,Jackets,K-Fashion Enthusiast,Mid,3
2024-12-23,14030,Kathmandu,20-24,Male,T-Shirts,Classic Minimalist,Mid,4
2024-12-23,14031,Kathmandu,15-19,Female,Hoodies,American Streetwear,Low,3
2024-12-23,14032,Kathmandu,20-24,Male,T-Shirts,K-Fashion Enthusiast,Low,0
2024-12-23,14033,Kathmandu,20-24,Male,Jackets,K-Fashion Enthusiast,Mid,3
2024-12-23,14034,Kathmandu,20-24,Male,Crop Tops,K-Fashion Enthusiast,Low,4
2024-12-23,14035,Kathmandu,20-24,Male,Jackets,K-Fashion Enthusiast,Mid,2
2024-12-23,14036,Kathmandu,20-24,Male,Cargo Pants,American Streetwear,Low,4
2024-12-23,14037,Kathmandu,20-24,Male,Crop Tops,Classic Minimalist,Mid,0
2024-12-23,14038,Kathmandu,31-40,Male,Pants,American Streetwear,Low,0
2024-12-23,14039,Kathmandu,31-40,Male,T-Shirts,Classic Minimalist,Low,6
2024-12-23,14040,Kathmandu,25-30,Male,Cargo Pants,Classic Minimalist,Low,1
2024-12-23,14041,Kathmandu,25-30,Male,T-Shirts,American Streetwear,Mid,4
2024-12-23,14042,Kathmandu,15-19,Female,Cargo Pants,K-Fashion Enthusiast,Low,4
2024-12-23,14043,Kathmandu,15-19,Female,T-Shirts,Classic Minimalist,Low,4
2024-12-23,14044,Kathmandu,20-24,Female,Cargo Pants,Classic Minimalist,Low,2
2024-12-23,14045,Kathmandu,20-24,Female,Jackets,American Streetwear,Low,8
2024-12-23,14046,Kathmandu,20-24,Female,Jackets,American Streetwear,Low,2
2024-12-23,14047,Kathmandu,20-24,Female,Hoodies,Bohemian/Indie,Low,1
2024-12-23,14048,Kathmandu,20-24,Male,Jackets,K-Fashion Enthusiast,Low,2
2024-12-23,14049,Kathmandu,20-24,Male,T-Shirts,American Streetwear,Mid,1
2024-12-23,14050,Kathmandu,25-30,Female,Jackets,Classic Minimalist,Premium,7
2024-12-23,14051,Kathmandu,20-24,Male,Pants,American Streetwear,Premium,0
2024-12-23,14052,Lalitpur,20-24,Female,T-Shirts,Classic Minimalist,Low,1
2024-12-23,14053,Lalitpur,15-19,Female,Hoodies,K-Fashion Enthusiast,Low,6
2024-12-23,14054,Lalitpur,15-19,Female,Pants,American Streetwear,Low,0
2024-12-23,14055,Lalitpur,15-19,Female,Cargo Pants,Classic Minimalist,Low,1
2024-12-23,14056,Lalitpur,15-19,Female,Jackets,Bohemian/Indie,Low,4
2024-12-23,14057,Lalitpur,25-30,Non-binary,Cargo Pants,American Streetwear,Low,1
2024-12-23,14058,Lalitpur,20-24,Male,Hoodies,American Streetwear,Mid,0
2024-12-23,14059,Lalitpur,20-24,Female,T-Shirts,Bohemian/Indie,Low,3
2024-12-23,14060,Lalitpur,20-24,Female,Pants,American Streetwear,Low,3
2024-12-23,14061,Lalitpur,15-19,Male,Pants,Classic Minimalist,Low,0
2024-12-23,14062,Lalitpur,25-30,Female,Crop Tops,Classic Minimalist,Low,1
2024-12-23,14063,Lalitpur,25-30,Female,T-Shirts,Bohemian/Indie,Low,1
2024-12-23,14064,Lalitpur,31-40,Male,T-Shirts,Classic Minimalist,Low,1
2024-12-23,14065,Lalitpur,20-24,Female,T-Shirts,K-Fashion Enthusiast,Low,0
2024-12-23,14066,Lalitpur,20-24,Female,Cargo Pants,American Streetwear,Mid,3
2024-12-23,14067,Pokhara,20-24,Male,T-Shirts,American Streetwear,Low,1
2024-12-23,14068,Pokhara,20-24,Female,Pants,American Streetwear,Mid,1
2024-12-23,14069,Pokhara,15-19,Male,T-Shirts,K-Fashion Enthusiast,Low,0
2024-12-23,14070,Pokhara,15-19,Male,Jackets,American Streetwear,Mid,3
2024-12-23,14071,Pokhara,31-40,Male,Jackets,Classic Minimalist,Mid,3
2024-12-23,14072,Pokhara,31-40,Male,Cargo Pants,American Streetwear,Low,0
2024-12-23,14073,Pokhara,15-19,Female,Hoodies,K-Fashion Enthusiast,Mid,1
2024-12-23,14074,Pokhara,15-19,Female,Crop Tops,Bohemian/Indie,Low,2
2024-12-23,14075,Pokhara,25-30,Female,Pants,Classic Minimalist,Low,2
2024-12-23,14076,Pokhara,15-19,Male,Cargo Pants,American Streetwear,Premium,2
2024-12-23,14077,Pokhara,15-19,Female,Hoodies,American Streetwear,Low,1
2024-12-23,14078,Pokhara,31-40,Female,T-Shirts,American Streetwear,Low,1
2024-12-23,14079,Pokhara,20-24,Male,Jackets,American Streetwear,Mid,3
2024-12-23,14080,Pokhara,20-24,Female,Cargo Pants,Classic Minimalist,Low,0
2024-12-23,14081,Pokhara,20-24,Female,T-Shirts,K-Fashion Enthusiast,Low,2
2024-12-23,14082,Pokhara,20-24,Male,Cargo Pants,Bohemian/Indie,Mid,2
2024-12-23,14083,Pokhara,20-24,Male,Pants,Bohemian/Indie,Premium,2
2024-12-23,14084,Biratnagar,20-24,Male,Jackets,K-Fashion Enthusiast,Low,2
2024-12-23,14085,Biratnagar,31-40,Male,Pants,K-Fashion Enthusiast,Low,0
2024-12-23,14086,Biratnagar,25-30,Male,Cargo Pants,American Streetwear,Low,1
2024-12-23,14087,Biratnagar,25-30,Male,T-Shirts,Classic Minimalist,Premium,2
2024-12-23,14088,Biratnagar,25-30,Male,Pants,American Streetwear,Mid,0
2024-12-23,14089,Biratnagar,25-30,Male,Jackets,Classic Minimalist,Premium,2
2024-12-23,14090,Biratnagar,31-40,Non-binary,Hoodies,Classic Minimalist,Premium,0
2024-12-23,14091,Biratnagar,20-24,Male,Pants,American Streetwear,Mid,1
2024-12-23,14092,Biratnagar,20-24,Female,Cargo Pants,American Streetwear,Low,0
2024-12-23,14093,Biratnagar,20-24,Male,T-Shirts,Bohemian/Indie,Low,0
2024-12-23,14094,Biratnagar,20-24,Male,Crop Tops,Bohemian/Indie,Mid,0
2024-12-23,14095,Biratnagar,31-40,Male,Crop Tops,Bohemian/Indie,Mid,0
2024-12-23,14096,Biratnagar,20-24,Female,Hoodies,K-Fashion Enthusiast,Low,1
2024-12-23,14097,Biratnagar,20-24,Female,Pants,Bohemian/Indie,Low,0
2024-12-23,14098,Bharatpur,20-24,Female,T-Shirts,K-Fashion Enthusiast,Low,0
2024-12-23,14099,Bharatpur,20-24,Female,Crop Tops,Classic Minimalist,Low,0
2024-12-23,14100,Bharatpur,20-24,Male,T-Shirts,American Streetwear,Low,0
2024-12-23,14101,Bharatpur,20-24,Male,Cargo Pants,American Streetwear,Low,0
2024-12-23,14102,Bharatpur,25-30,Male,Cargo Pants,K-Fashion Enthusiast,Low,1
2024-12-23,14103,Bharatpur,20-24,Male,T-Shirts,American Streetwear,Low,0
2024-12-23,14104,Bharatpur,20-24,Male,Jackets,K-Fashion Enthusiast,Low,0
2024-12-23,14105,Bharatpur,15-19,Female,Pants,K-Fashion Enthusiast,Mid,2
2024-12-23,14106,Bharatpur,15-19,Female,T-Shirts,Classic Minimalist,Premium,0
2024-12-23,14107,Bharatpur,20-24,Male,Pants,Classic Minimalist,Low,1
2024-12-23,14108,Bharatpur,20-24,Male,T-Shirts,Bohemian/Indie,Mid,0
2024-12-23,14109,Bharatpur,31-40,Male,Pants,Bohemian/Indie,Low,2
2024-12-23,14110,Bharatpur,31-40,Male,T-Shirts,K-Fashion Enthusiast,Low,0
2024-12-24,14111,Kathmandu,20-24,Non-binary,Hoodies,K-Fashion Enthusiast,Mid,4
2024-12-24,14112,Kathmandu,15-19,Male,Cargo Pants,K-Fashion Enthusiast,Mid,4
2024-12-24,14113,Kathmandu,25-30,Female,Hoodies,Classic Minimalist,Low,2
2024-12-24,14114,Kathmandu,25-30,Female,T-Shirts,Classic Minimalist,Premium,0
2024-12-24,14115,Kathmandu,20-24,Male,T-Shirts,Bohemian/Indie,Mid,4
2024-12-24,14116,Kathmandu,20-24,Non-binary,Cargo Pants,K-Fashion Enthusiast,Low,1
2024-12-24,14117,Kathmandu,20-24,Female,Pants,Bohemian/Indie,Low,0
2024-12-24,14118,Kathmandu,20-24,Female,Cargo Pants,K-Fashion Enthusiast,Mid,3
2024-12-24,14119,Kathmandu,25-30,Female,Pants,Bohemian/Indie,Mid,0
2024-12-24,14120,Kathmandu,25-30,Female,T-Shirts,K-Fashion Enthusiast,Mid,0
2024-12-24,14121,Kathmandu,25-30,Female,T-Shirts,Classic Minimalist,Low,0
2024-12-24,14122,Kathmandu,20-24,Female,Jackets,K-Fashion Enthusiast,Low,4
2024-12-24,14123,Kathmandu,20-24,Female,Crop Tops,American Streetwear,Low,3
2024-12-24,14124,Kathmandu,31-40,Female,Crop Tops,Classic Minimalist,Mid,2
2024-12-24,14125,Kathmandu,20-24,Male,Cargo Pants,Bohemian/Indie,Low,3
2024-12-24,14126,Kathmandu,25-30,Male,Jackets,Classic Minimalist,Mid,1
2024-12-24,14127,Kathmandu,15-19,Male,T-Shirts,American Streetwear,Low,3
2024-12-24,14128,Kathmandu,15-19,Male,Jackets,Bohemian/Indie,Premium,2
2024-12-24,14129,Kathmandu,20-24,Female,Cargo Pants,American Streetwear,Low,6
2024-12-24,14130,Kathmandu,20-24,Male,T-Shirts,American Streetwear,Low,2
2024-12-24,14131,Kathmandu,25-30,Male,Hoodies,Bohemian/Indie,Low,4
2024-12-24,14132,Kathmandu,25-30,Male,T-Shirts,Bohemian/Indie,Low,2
2024-12-24,14133,Kathmandu,20-24,Male,Cargo Pants,American Streetwear,Low,1
2024-12-24,14134,Kathmandu,20-24,Male,Pants,K-Fashion Enthusiast,Mid,2
2024-12-24,14135,Kathmandu,20-24,Female,Hoodies,Bohemian/Indie,Premium,4
2024-12-24,14136,Kathmandu,15-19,Male,Pants,K-Fashion Enthusiast,Low,1
2024-12-24,14137,Lalitpur,20-24,Male,Pants,American Streetwear,Mid,2
2024-12-24,14138,Lalitpur,20-24,Male,Hoodies,American Streetwear,Low,1
2024-12-24,14139,Lalitpur,15-19,Male,Cargo Pants,American Streetwear,Low,1
2024-12-24,14140,Lalitpur,20-24,Male,Pants,Bohemian/Indie,Premium,0
2024-12-24,14141,Lalitpur,20-24,Male,T-Shirts,American Streetwear,Low,1
2024-12-24,14142,Lalitpur,20-24,Female,T-Shirts,Bohemian/Indie,Low,0
2024-12-24,14143,Lalitpur,25-30,Male,Cargo Pants,K-Fashion Enthusiast,Premium,0
2024-12-24,14144,Lalitpur,15-19,Male,Jackets,Classic Minimalist,Low,0
2024-12-24,14145,Lalitpur,20-24,Female,Pants,K-Fashion Enthusiast,Low,2
2024-12-24,14146,Lalitpur,20-24,Female,Crop Tops,Bohemian/Indie,Low,1
2024-12-24,14147,Lalitpur,20-24,Male,Hoodies,Bohemian/Indie,Low,2
2024-12-24,14148,Lalitpur,20-24,Male,T-Shirts,American Streetwear,Low,2
2024-12-24,14149,Lalitpur,15-19,Male,Pants,Classic Minimalist,Low,1
2024-12-24,14150,Lalitpur,15-19,Female,T-Shirts,Bohemian/Indie,Mid,2
2024-12-24,14151,Pokhara,31-40,Male,Pants,Bohemian/Indie,Low,1
2024-12-24,14152,Pokhara,15-19,Female,T-Shirts,American Streetwear,Low,0
2024-12-24,14153,Pokhara,15-19,Female,Pants,American Streetwear,Mid,1
2024-12-24,14154,Pokhara,25-30,Male,Jackets,Classic Minimalist,Mid,2
2024-12-24,14155,Pokhara,20-24,Male,Pants,Classic Minimalist,Mid,0
2024-12-24,14156,Pokhara,20-24,Male,Cargo Pants,American Streetwear,Low,1
2024-12-24,14157,Pokhara,15-19,Female,Crop Tops,K-Fashion Enthusiast,Low,0
2024-12-24,14158,Pokhara,20-24,Male,Jackets,Bohemian/Indie,Low,2
2024-12-24,14159,Pokhara,20-24,Male,Hoodies,K-Fashion Enthusiast,Low,2
2024-12-24,14160,Pokhara,31-40,Male,Cargo Pants,Classic Minimalist,Premium,1
2024-12-24,14161,Pokhara,25-30,Male,T-Shirts,American Streetwear,Mid,1
2024-12-24,14162,Pokhara,25-30,Male,Pants,Classic Minimalist,Low,0
2024-12-24,14163,Biratnagar,25-30,Male,Jackets,Bohemian/Indie,Mid,0
2024-12-24,14164,Biratnagar,20-24,Non-binary,Jackets,American Streetwear,Low,2
2024-12-24,14165,Biratnagar,25-30,Female,Pants,Bohemian/Indie,Premium,1
2024-12-24,14166,Biratnagar,20-24,Non-binary,Crop Tops,Bohemian/Indie,Mid,1
2024-12-24,14167,Biratnagar,20-24,Female,T-Shirts,American Streetwear,Low,1
2024-12-24,14168,Biratnagar,20-24,Female,Hoodies,Bohemian/Indie,Mid,3
2024-12-24,14169,Biratnagar,31-40,Female,Jackets,Classic Minimalist,Low,0
2024-12-24,14170,Biratnagar,25-30,Male,Pants,American Streetwear,Mid,0
2024-12-24,14171,Biratnagar,25-30,Female,Hoodies,American Streetwear,Low,1
2024-12-24,14172,Bharatpur,20-24,Female,Hoodies,Classic Minimalist,Low,0
2024-12-24,14173,Bharatpur,20-24,Female,Cargo Pants,American Streetwear,Mid,2
2024-12-24,14174,Bharatpur,20-24,Male,Hoodies,American Streetwear,Low,1
2024-12-24,14175,Bharatpur,20-24,Male,T-Shirts,Bohemian/Indie,Mid,0
2024-12-24,14176,Bharatpur,15-19,Female,T-Shirts,K-Fashion Enthusiast,Mid,0
2024-12-24,14177,Bharatpur,15-19,Female,Hoodies,K-Fashion Enthusiast,Mid,2
2024-12-24,14178,Bharatpur,15-19,Female,T-Shirts,American Streetwear,Low,0
2024-12-24,14179,Bharatpur,15-19,Female,Cargo Pants,Bohemian/Indie,Low,1
2024-12-24,14180,Bharatpur,15-19,Female,Jackets,K-Fashion Enthusiast,Low,0
2024-12-24,14181,Bharatpur,15-19,Female,Cargo Pants,American Streetwear,Mid,1
2024-12-25,14182,Kathmandu,31-40,Male,T-Shirts,Classic Minimalist,Mid,4
2024-12-25,14183,Kathmandu,20-24,Male,Pants,Classic Minimalist,Low,0
2024-12-25,14184,Kathmandu,20-24,Male,T-Shirts,American Streetwear,Low,4
2024-12-25,14185,Kathmandu,31-40,Male,T-Shirts,Classic Minimalist,Low,1
2024-12-25,14186,Kathmandu,31-40,Male,Crop Tops,American Streetwear,Mid,1
2024-12-25,14187,Kathmandu,20-24,Male,Cargo Pants,Bohemian/Indie,Premium,1
2024-12-25,14188,Kathmandu,20-24,Male,T-Shirts,Classic Minimalist,Mid,2
2024-12-25,14189,Kathmandu,20-24,Male,Pants,Classic Minimalist,Low,0
2024-12-25,14190,Kathmandu,15-19,Female,Pants,K-Fashion Enthusiast,Low,0
2024-12-25,14191,Kathmandu,20-24,Female,Jackets,Bohemian/Indie,Low,3
2024-12-25,14192,Kathmandu,20-24,Female,T-Shirts,American Streetwear,Low,1
2024-12-25,14193,Kathmandu,25-30,Female,Cargo Pants,Bohemian/Indie,Mid,0
2024-12-25,14194,Kathmandu,25-30,Female,Crop Tops,Bohemian/Indie,Mid,0
2024-12-25,14195,Kathmandu,20-24,Female,Pants,American Streetwear,Premium,1
2024-12-25,14196,Kathmandu,20-24,Female,T-Shirts,Classic Minimalist,Low,1
2024-12-25,14197,Kathmandu,25-30,Male,Hoodies,American Streetwear,Mid,2
2024-12-25,14198,Kathmandu,25-30,Male,Cargo Pants,K-Fashion Enthusiast,Mid,0
2024-12-25,14199,Kathmandu,20-24,Female,Cargo Pants,Bohemian/Indie,Mid,1
2024-12-25,14200,Kathmandu,20-24,Female,T-Shirts,Classic Minimalist,Mid,2
2024-12-25,14201,Kathmandu,20-24,Female,T-Shirts,K-Fashion Enthusiast,Mid,2
2024-12-25,14202,Kathmandu,20-24,Female,Pants,K-Fashion Enthusiast,Low,3
2024-12-25,14203,Kathmandu,20-24,Male,Hoodies,Bohemian/Indie,Low,2
2024-12-25,14204,Kathmandu,20-24,Male,Pants,American Streetwear,Low,1
2024-12-25,14205,Lalitpur,20-24,Female,Pants,K-Fashion Enthusiast,Mid,0
2024-12-25,14206,Lalitpur,20-24,Female,Cargo Pants,K-Fashion Enthusiast,Mid,1
2024-12-25,14207,Lalitpur,20-24,Female,Pants,American Streetwear,Mid,0
2024-12-25,14208,Lalitpur,20-24,Female,T-Shirts,Bohemian/Indie,Low,1
2024-12-25,14209,Lalitpur,15-19,Male,Jackets,Classic Minimalist,Low,1
2024-12-25,14210,Lalitpur,31-40,Male,Jackets,Classic Minimalist,Mid,3
2024-12-25,14211,Lalitpur,20-24,Female,T-Shirts,Bohemian/Indie,Mid,1
2024-12-25,14212,Lalitpur,20-24,Male,Crop Tops,K-Fashion Enthusiast,Mid,0
2024-12-25,14213,Lalitpur,31-40,Male,Hoodies,Classic Minimalist,Low,1
2024-12-25,14214,Lalitpur,31-40,Male,Pants,Classic Minimalist,Low,2
2024-12-25,14215,Lalitpur,31-40,Male,T-Shirts,K-Fashion Enthusiast,Low,0
2024-12-25,14216,Pokhara,15-19,Male,Pants,Bohemian/Indie,Mid,0
2024-12-25,14217,Pokhara,25-30,Female,T-Shirts,Bohemian/Indie,Low,1
2024-12-25,14218,Pokhara,25-30,Female,Hoodies,K-Fashion Enthusiast,Mid,2
2024-12-25,14219,Pokhara,20-24,Male,T-Shirts,Bohemian/Indie,Mid,2
2024-12-25,14220,Pokhara,20-24,Male,Crop Tops,K-Fashion Enthusiast,Low,0
2024-12-25,14221,Pokhara,20-24,Male,Pants,American Streetwear,Low,1
2024-12-25,14222,Pokhara,20-24,Male,Cargo Pants,K-Fashion Enthusiast,Mid,0
2024-12-25,14223,Pokhara,20-24,Male,T-Shirts,K-Fashion Enthusiast,Low,0
2024-12-25,14224,Pokhara,25-30,Female,T-Shirts,Bohemian/Indie,Mid,3
2024-12-25,14225,Pokhara,25-30,Male,Hoodies,K-Fashion Enthusiast,Low,1
2024-12-25,14226,Pokhara,25-30,Male,Pants,Classic Minimalist,Low,2
2024-12-25,14227,Pokhara,25-30,Male,Crop Tops,K-Fashion Enthusiast,Low,0
2024-12-25,14228,Pokhara,25-30,Female,Jackets,American Streetwear,Low,3
2024-12-25,14229,Pokhara,20-24,Male,Cargo Pants,Bohemian/Indie,Low,0
2024-12-25,14230,Pokhara,20-24,Male,Jackets,Bohemian/Indie,Low,3
2024-12-25,14231,Pokhara,20-24,Male,T-Shirts,Bohemian/Indie,Mid,0
2024-12-25,14232,Biratnagar,20-24,Male,Jackets,Bohemian/Indie,Low,0
2024-12-25,14233,Biratnagar,20-24,Female,Hoodies,American Streetwear,Low,3
2024-12-25,14234,Biratnagar,20-24,Female,Pants,K-Fashion Enthusiast,Low,0
2024-12-25,14235,Biratnagar,25-30,Male,Hoodies,K-Fashion Enthusiast,Low,2
2024-12-25,14236,Biratnagar,20-24,Male,Pants,Bohemian/Indie,Mid,0
2024-12-25,14237,Biratnagar,20-24,Male,Crop Tops,Bohemian/Indie,Mid,1
2024-12-25,14238,Biratnagar,31-40,Female,Pants,Classic Minimalist,Low,0
2024-12-25,14239,Biratnagar,31-40,Female,Crop Tops,American Streetwear,Mid,2
2024-12-25,14240,Biratnagar,20-24,Male,Pants,Bohemian/Indie,Mid,1
2024-12-25,14241,Biratnagar,20-24,Male,Cargo Pants,Bohemian/Indie,Premium,2
2024-12-25,14242,Biratnagar,25-30,Female,Pants,Bohemian/Indie,Low,1
2024-12-25,14243,Biratnagar,25-30,Male,Pants,American Streetwear,Low,1
2024-12-25,14244,Bharatpur,20-24,Male,T-Shirts,American Streetwear,Mid,0
2024-12-25,14245,Bharatpur,20-24,Male,Crop Tops,American Streetwear,Low,0
2024-12-25,14246,Bharatpur,20-24,Female,Crop Tops,K-Fashion Enthusiast,Low,0
2024-12-25,14247,Bharatpur,20-24,Male,T-Shirts,American Streetwear,Mid,0
2024-12-25,14248,Bharatpur,20-24,Male,Cargo Pants,Classic Minimalist,Mid,1
2024-12-25,14249,Bharatpur,31-40,Male,Pants,American Streetwear,Mid,0
2024-12-25,14250,Bharatpur,20-24,Male,T-Shirts,American Streetwear,Mid,2
2024-12-25,14251,Bharatpur,20-24,Male,Hoodies,American Streetwear,Low,0
2024-12-25,14252,Bharatpur,15-19,Male,Pants,Bohemian/Indie,Low,0
2024-12-26,14253,Kathmandu,31-40,Male,Cargo Pants,K-Fashion Enthusiast,Low,1
2024-12-26,14254,Kathmandu,31-40,Male,Pants,Classic Minimalist,Low,0
2024-12-26,14255,Kathmandu,31-40,Non-binary,Hoodies,Classic Minimalist,Low,3
2024-12-26,14256,Kathmandu,20-24,Male,Crop Tops,Bohemian/Indie,Low,3
